id,name,assoc_names,original_langauge,authors,genres,tags,start_year,licensed,original_publisher,english_publisher,complete_original,chapters_original_current,complete_translated,chapter_latest_translated,release_freq,activity_week_rank,activity_month_rank,activity_all_time_rank,on_reading_lists,reading_list_month_rank,reading_list_all_time_rank,rating,rating_votes,related_series_ids,recommended_series_ids,recommendation_list_ids
10142,Shikkaku Mon no Saikyou Kenja~ Sekai Saikyou no Kenja ga Sarani Tsuyoku Naru Tameni Tenseishimashita~,"[""The Strongest Sage of Disqualified Crest~ The World's Strongest Sage Reincarnated Himself to Become Even Stronger~"", '失格紋の最強賢者\u3000～世界最強の賢者が更に強くなるために転生しました～']",japanese,"['shinkou shotou', '進行諸島']","['action', 'adventure', 'comedy', 'fantasy', 'harem', 'martial arts', 'romance', 'school life']","['academy', 'adapted to manga', 'appearance different from actual age', 'artifact crafting', 'beautiful female lead', 'cheats', 'crafting', 'demons', 'dense protagonist', 'dragons', 'dungeons', 'elemental magic', 'fantasy world', 'genius protagonist', 'hiding true identity', 'kingdoms', 'lack of common sense', 'loli', 'male protagonist', 'monsters', 'nobles', 'overpowered protagonist', 'previous life talent', 'reincarnation', 'strong to stronger', 'sword and magic', 'time travel', 'underestimated protagonist']",2016,False,softbank creative,,False,341 chapters,False,c341,11.9,1779,1065,55,15498,582,31,3.4,552,,"['284', '7322', '453', '6341', '4489', '18089']","[8089, 5829, 5037, 3860, 3688]"
791,Tales of Demons and Gods,"['TDG', 'Yao Shen Ji', 'Yêu Thần Ký', '妖神记']",chinese,"['mad snail', '发飙的蜗牛']","['action', 'adventure', 'fantasy', 'harem', 'martial arts', 'shounen', 'xuanhuan']","['adapted to anime', 'adapted to manhua', 'army building', 'artifacts', 'beautiful female lead', 'bloodlines', 'books', 'business management', 'calm protagonist', 'clan building', 'cultivation', 'cunning protagonist', 'demons', 'destiny', 'determined protagonist', 'divination', 'enlightenment', 'fast cultivation', 'female master', 'friendship', 'gods', 'inheritance', 'inscriptions', 'jack of all trades', 'legends', 'magic formations', 'magical space', 'male protagonist', 'martial spirits', 'monsters', 'multiple realms', 'multiple reincarnated individuals', 'past plays a big role', 'politics', 'polygamy', 'possession', 'previous life talent', 'prophecies', 'revenge', 'romantic subplot', 'second chance', 'sect development', 'shameless protagonist', 'strength-based social hierarchy', 'strong love interests', 'sword wielder', 'time manipulation', 'time paradox', 'tragic past', 'transformation ability', 'underestimated protagonist', 'unique cultivation technique', 'wars', 'weak to strong', 'world travel']",2015,True,qidian,wuxiaworld,False,488 chapters,False,c488,16.2,1154,1188,80,19975,321,8,3.8,2343,['4379'],"['14', '631', '6363', '7448', '2039', '3952']","[9161, 9018, 8962, 8890, 8884]"
17274,The Last Boss Witch Will Keep Her Past Self’s Crush Until Her Dying Day,"['らすぼす魔女は前世の最萌を飼い殺す', 'らすぼす魔女は堅物従者と戯れる']",japanese,"['midorina kon', '緑名紺']","['adventure', 'comedy', 'fantasy', 'romance', 'shoujo']","['beautiful female lead', 'broken engagement', 'child abuse', 'cunning protagonist', 'enemies become allies', 'fantasy world', 'female protagonist', 'knights', 'master-servant relationship', 'misunderstandings', 'multiple pov', 'protagonist falls in love first', 'reincarnation', 'villainess noble girls', 'witches']",2018,,frontier works,,True,93 chapters,False,c30,35.3,1289,1279,1006,5008,688,605,4.3,134,,"['12866', '5280', '19742', '1702', '19886']","[9033, 8589, 8185, 7777, 7719]"
23169,The Tyrant’s Tranquilizer,['폭군의 신경안정제'],korean,['포기븐'],"['fantasy', 'romance']","['female protagonist', 'male yandere', 'reincarnated in another world', 'royalty', 'slow romance', 'transported to another world', 'witches']",,False,a:tempo media,,True,165,False,c3,81.3,1598,2118,2672,2266,1172,1688,4.4,45,,"['26327', '21888', '22385', '19924', '23919', '24014']","[9187, 8971, 8369, 6917, 6584]"
9914,The White Cat That Swore Vengeance Was Just Lazing on the Dragon King’s Lap,"['Fukushu wo Chikatta Shironeko wa Ryuuou no Hiza no Ue de Damin wo Musaboru', 'The White Cat’s Revenge as Plotted from the Dragon King’s Lap', '復讐を誓った白猫は竜王の膝の上で惰眠をむさぼる']",japanese,"['kureha', 'クレハ']","['action', 'adventure', 'comedy', 'drama', 'fantasy', 'romance', 'shoujo', 'slice of life', 'supernatural']","['adapted to manga', 'beastkin', 'beautiful female lead', 'demi-humans', 'dense protagonist', 'dragons', 'fairies', 'female protagonist', 'handsome male lead', 'hiding true abilities', 'hiding true identity', 'human-nonhuman relationship', 'identity crisis', 'magic', 'male yandere', 'misunderstandings', 'overpowered protagonist', 'possessive characters', 'royalty', ""seeing things other humans can't"", 'shapeshifters', 'sword and magic', 'transformation ability', 'transported to another world', 'underestimated protagonist']",2015,True,frontier works,j-novel club,True,114 chapters,False,c75 part3,2.6,1176,772,501,8070,498,239,4.0,347,,"['10692', '13547', '20844', '1916', '4502', '9196']","[9457, 9132, 9015, 8663, 8277]"
496,Thriller Paradise,"['Terror Paradise', 'Thiên đường kinh khủng', 'TP', '惊悚乐园']",chinese,"['san tian liang jiao', '三天两觉']","['action', 'adventure', 'fantasy', 'horror', 'martial arts', 'mystery', 'psychological', 'seinen', 'supernatural']","['beautiful female lead', 'clever protagonist', 'gore', 'level system', 'male protagonist', 'mmorpg', 'modern day', 'poor protagonist', 'quirky characters', 'romantic subplot', 'shameless protagonist', 'sharp-tongued characters', 'slow romance', 'stoic characters', 'virtual reality', 'writers']",2015,True,qidian,webnovel,True,1400 chapters,False,c304,8.9,2869,1466,879,2752,2820,1396,4.2,191,['11038'],"['6355', '12112', '370', '244', '465', '6317']","[7741, 7707, 6654, 5936, 5208]"
11672,Yonin no Ikemen ni Kyuuai sarete Ore wa Namidamedesu,"['Four Ikemen', '４人のイケメンに求愛されて俺は涙目です']",japanese,"['toki', '兎騎']","['adult', 'adventure', 'fantasy', 'harem', 'romance', 'smut', 'yaoi']","['adventurers', 'cross-dressing', 'cute protagonist', 'demons', 'dragons', 'elves', 'game elements', 'handsome male lead', 'magic', 'r-18', 'shota', 'threesome', 'transported to another world']",2015,,ichijinsha,,True,94 chapters,False,idle talk 1,25.3,1424,1667,820,3468,1046,1012,3.7,178,,"['18167', '7168', '11337', '10817', '13034', '11246']","[8160, 7730, 7274, 6058, 5893]"
29187,A Collection of Sweet Danmei Shorts,['耽美小甜短篇合集'],chinese,['其华宜归'],"['adult', 'ecchi', 'romance', 'shounen ai']",['modern day'],,,jjwxc,,,,False,c1 part3,9.7,4298,2000,6389,125,4705,6032,3.5,4,,['17171'],
24483,About Making the Low-Tier Tamer Profession Top-Tier Using My Previous Life’s Knowledge,"['Ore no Zense no Chishiki de Teihengyo Tamer ga Joukyugyo ni natte Shimaisou na Ken ni Tsuite', '俺の前世の知識で底辺職テイマーが上級職になってしまいそうな件について']",japanese,"['kakan kan', '可換 環']","['action', 'adventure', 'comedy', 'fantasy', 'shounen']","['aristocracy', 'beast companions', 'dungeons', 'lack of common sense', 'male protagonist', 'monster tamer', 'nobles', 'overpowered protagonist', 'previous life talent', 'protagonist strong from the start', 'reincarnation']",2019,False,syosetu,,False,63 chapters,False,c21,14.5,3164,2537,2639,851,1800,3308,3.7,25,,['26207'],
19512,Another World Transfer in Game Character,"['Reincarnated into Game World ~Top Runer Yorozuya-san~', 'ゲームキャラで異世界転生\u3000～トップランナーはよろず屋さん～', 'ゲームキャラで異世界転生して、大草原ではじめるスローライフ']",japanese,"['kaburagi haruka', '鏑木ハルカ']","['action', 'adventure', 'ecchi', 'fantasy', 'gender bender']","['adventurers', 'dungeons', 'female protagonist', 'game elements', 'hidden abilities', 'level system', 'loli', 'magic', 'male to female', 'protagonist strong from the start', 'r-15', 'transported to another world']",2015,False,syosetu,,True,255 chapters,False,c3,29.7,2347,3109,1801,1358,2451,2552,3.2,61,,"['19910', '6185', '14791']","[1303, 135]"
15362,Assistant Architect,['助理建筑师'],chinese,"['xi he qing ling', '羲和清零']","['comedy', 'drama', 'romance', 'slice of life', 'yaoi']","['black belly', 'character growth', 'co-workers', 'handsome male lead', 'love interest falls in love first', 'mature protagonist', 'modern day', 'older love interests', 'slow romance', 'straight uke', 'unrequited love']",2016,,jjwxc,,True,227,,c236,3.0,527,984,1038,2587,897,1481,4.4,176,,"['15534', '9143', '12274', '19498', '18627', '13829']","[9130, 8912, 8711, 7621, 7427]"
13439,Counterattack of a White Lotus that was Reborn into an Apocalypse,"['Mạt thế trọng sinh chi bạch liên hoa nghịch tập', '末世重生之白莲花的逆袭']",chinese,"['tuế nguyệt đại đao lưu', '岁月大刀流']","['action', 'comedy', 'romance', 'shounen ai', 'supernatural', 'xuanhuan']","['apocalypse', 'appearance changes', 'body tempering', 'boss-subordinate relationship', 'cold love interests', 'cultivation', 'devoted love interests', 'handsome male lead', 'hard-working protagonist', 'misunderstandings', 'modern day', 'monsters', 'multiple reincarnated individuals', 'possessive characters', 'power couple', 'protagonist falls in love first', 'seme protagonist', 'shameless protagonist', 'special abilities', 'straight seme', 'transmigration', 'weak to strong', 'zombies']",2014,,jjwxc,,True,82 chapters,False,c40,50.9,1584,1910,1072,4201,1081,792,4.3,191,,"['10025', '165', '13114', '15112', '13943', '11330']","[9158, 8435, 8247, 7512, 6933]"
16407,"Goddess, Help Me!",['たすけて女神さま！'],japanese,['倉多 楽'],"['comedy', 'fantasy', 'josei', 'mature', 'romance', 'smut']","['calm protagonist', 'demon lord', 'demons', 'depictions of cruelty', 'female protagonist', 'god protagonist', 'heroes', 'multiple pov', 'r-15', 'strategist']",2017,,syosetu,,True,61 chapters,False,c9,77.0,2090,2145,2899,1416,1686,2472,4.1,42,,['148'],"[8010, 6514, 2521, 2511, 259]"
1464,Hundred,['ハンドレッド'],japanese,"['misaki jun', '箕崎 准']","['action', 'ecchi', 'fantasy', 'harem', 'mecha', 'sci-fi', 'shounen']","['adapted to anime', 'adapted to manga', 'battle academy', 'beautiful female lead', 'cross-dressing', 'dense protagonist', 'earth invasion', 'hidden abilities', 'male protagonist', 'marriage', 'roommates', 'strong love interests', 'tomboyish female lead', 'tsundere', 'younger sisters']",2012,False,softbank creative,,True,16 volumes,,v11 fragment 3,25.5,2722,3698,2417,2095,4280,1809,3.7,59,,"['11575', '17866', '1192', '1556']",[2923]
20241,I Ship My Adversary X Me,"['ISMM', '我嗑了对家x我的cp']",chinese,['pepa'],"['comedy', 'romance', 'shounen ai', 'slice of life']","['acting', 'celebrities', 'cute protagonist', 'heartwarming', 'misunderstandings', 'modern day', 'showbiz']",2018,,chang pei,,True,47 chapters,False,c27,28.3,839,922,1369,2894,804,1311,4.8,191,,"['15883', '19623', '19748', '20521', '30022', '11133']","[9304, 9288, 9225, 9139, 9097]"
1564,Kino no Tabi – The Beautiful World,"[""Kino's Journey: the Beautiful World"", 'キノの旅', 'キノの旅 -the Beautiful World-']",japanese,"['sigsawa keiichi', '時雨沢恵一']","['adventure', 'drama', 'fantasy', 'mystery', 'psychological', 'sci-fi', 'seinen', 'slice of life']","['adapted to anime', 'adapted to manga', 'calm protagonist', 'episodic', 'female protagonist', 'gunfighters', 'loner protagonist', 'multiple protagonists', 'non-linear storytelling', 'philosophical']",2000,True,ascii media works,tokyopop,False,21 volumes,False,v12c3,19.4,2951,3708,2910,1709,4482,2167,4.5,74,['1379'],"['7201', '6046']","[4636, 2514, 2488, 1187, 436]"
27613,Lost Lovers,['丧世情人'],chinese,['怜惜凝眸'],"['adventure', 'slice of life', 'supernatural', 'yaoi']","['apocalypse', 'businessmen', 'cute protagonist', 'hidden abilities', 'incest', 'magical space', 'power couple', 'second chance', 'zombies']",,,lc read,,True,,False,c12,7.2,2452,1354,4595,457,3374,4309,4.0,23,,"['11330', '27136']",[2867]
16554,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,"['What I like is Little Sister but not Little Sister', '俺が好きなのは妹だけど妹じゃない']",japanese,"['ebisu seiji', '恵比須 清司']","['comedy', 'ecchi', 'harem', 'romance', 'school life', 'shounen']","['adapted to anime', 'adapted to manga', 'brother complex', 'love interest falls in love first', 'male protagonist', 'misunderstandings', 'modern day', 'otaku', 'r-15', 'sister complex', 'stalkers']",2016,,fujimi shobo,,True,11 volumes,,v11 afterword,7.7,2810,2324,2669,1509,2366,2366,4.1,61,,['1356'],
25262,She Was Sent by God,['너의 신이 너를 보냈구나'],korean,['신서록'],"['fantasy', 'josei', 'romance', 'tragedy']","['aristocracy', 'female protagonist', 'nobles', 'second chance']",,,a:tempo media,,True,166 chapters,False,c4,53.8,742,873,3822,1085,1640,2911,4.3,33,,"['24771', '23598', '25358', '23807', '19846']","[9250, 8971, 6917, 5958, 4999]"
28826,Tearmoon Empire Story,"['Tearmoon Empire Story - The Reincarnation Reversal Story of the Princess, Starting from the Guillotine', 'ティアムーン帝国物語 ～断頭台から始まる、姫の転生逆転ストーリー']",japanese,"['mochitsuki nozomu', '餅月望']","['comedy', 'drama', 'fantasy', 'historical', 'romance', 'shoujo', 'tragedy']","['adapted to manga', 'beautiful female lead', 'female protagonist', 'handsome male lead', 'kingdom building', 'loyal subordinates', 'misunderstandings', 'reincarnation', 'reverse harem', 'royalty', 'second chance', 'time travel']",2018,True,syosetu,j-novel club,False,388 chapters,False,c23,3.1,1429,2015,3691,637,1353,3793,4.2,34,,"['16973', '5280', '635', '437']","[8589, 7682, 7451, 3662, 1073]"
29216,The Everlasting Supreme Immortal,['万古第一神'],chinese,['风青阳'],"['action', 'adventure', 'xuanhuan']",[],2019,False,17k,,False,,False,c2,14.0,2722,2913,6583,66,5650,6404,3.0,3,,,
25915,The Final Theocracy,['最後的神權'],chinese,['苑雲鬼九'],"['action', 'adventure', 'fantasy']","['conflicting loyalties', 'dragons', 'fallen nobility', 'loyal subordinates', 'magic', 'male protagonist', 'revenge', 'strategic battles', 'sword and magic', 'sword wielder', 'wars']",2016,False,sfacg,,True,10 volumes,False,v1c7,21.4,2000,4674,6022,153,5009,5856,3.9,8,,['20543'],
24912,The Villain Has Blackened Again,['快穿之反派又黑化了'],chinese,['裸奔的馒头'],"['adventure', 'comedy', 'historical', 'romance', 'supernatural']","['age progression', 'appearance changes', 'beasts', 'beautiful female lead', 'bloodlines', 'calm protagonist', 'childcare', 'clever protagonist', 'cold love interests', 'cold protagonist', 'depictions of cruelty', 'devoted love interests', 'doting love interests', 'episodic', 'fated lovers', 'female protagonist', 'female to male', 'handsome male lead', 'interdimensional travel', 'jealousy', 'love interest falls in love first', 'magic beasts', 'male yandere', 'multiple realms', 'mythical beasts', 'pets', 'possessive characters', 'pregnancy', 'royalty', 'r*pe', 'strong love interests', 'system administrator', 'transmigration', 'werebeasts', 'world hopping']",,,hongshu,,True,1167 chapters,False,c142,2.3,899,868,1295,2661,488,1436,4.4,125,,"['18139', '20461', '17784', '15112', '16106', '17643']","[9501, 9389, 9338, 8680, 8608]"
20151,All The Male Leads Have Blackened,"['ATMLHB', '我家男主全反了']",chinese,['苏遮暮'],"['adventure', 'josei', 'romance']","['celebrities', 'female protagonist', 'interdimensional travel', 'male yandere', 'possessive characters', 'showbiz', 'system administrator', 'world hopping']",2018,False,jjwxc,,True,181,False,c7,70.9,2144,3067,3246,1345,1924,2565,4.3,53,,"['20811', '25327']","[9139, 9132, 6811, 5632, 4960]"
29119,An Ning,"['Serenity', '安宁']",chinese,"['xin xu tai wu liao', '心绪太无聊']","['historical', 'romance', 'school life', 'shounen ai', 'slice of life']","['caring protagonist', 'childhood friends', 'coma', 'coming of age', 'disabilities', 'hospital', 'male protagonist', 'modern day', 'prison', 'seme protagonist', 'sickly characters']",2019,False,jjwxc,,True,118 chapters,False,c4,6.0,3680,3707,6286,182,4763,5651,4.0,6,,"['1321', '1421']",[8084]
27687,Hera’s Modern Life,"['Hè Lā De Hòu Xiàndài Shēnghuó', '赫拉的后现代生活']",chinese,"['a grain of rice', '一粒米饭']","['drama', 'josei', 'romance', 'tragedy']","['betrayal', 'female protagonist', 'god protagonist', 'mythology']",2011,,jjwxc,,True,52 chapters,False,c10,8.8,3680,4690,4918,193,2584,5572,3.5,10,,,
28120,Love Like Arsenic,['爱若砒霜'],chinese,"['wang peipei', '王培培']","['drama', 'romance', 'tragedy']","['betrayal', 'cruel characters', 'death of loved ones', 'divorce', 'female protagonist', 'sibling rivalry']",,False,,,,,False,c40,3.5,2000,2000,6144,128,4645,6006,1.2,9,,,
15019,Never Thought You’d Be This Kind of Hero!,['没想到你是这样的勇者！'],chinese,"['ji er ji jia', '吉尔吉加']","['action', 'adventure', 'comedy', 'fantasy', 'shounen ai']","['animal characteristics', 'body swap', 'calm protagonist', 'clever protagonist', 'confident protagonist', 'demon lord', 'famous protagonist', 'fantasy world', 'handsome male lead', 'love interest falls in love first', 'magic beasts', 'money grubber', 'possession', 'power couple', 'proactive protagonist', 'protagonist strong from the start', 'royalty', 'shapeshifters', 'sharing a body', 'strong love interests', 'sword and magic', 'transmigration', 'transported into a game world', 'virtual reality', 'world travel']",,,jjwxc,,True,182 chapters,False,c49,19.7,1836,1969,1463,3037,1416,1228,4.5,127,,"['13034', '13411', '11330', '4036', '26535', '16788']","[8973, 8508, 8419, 8006, 7312]"
22200,Quick Transmigration with Female Lead Aura,"['I Have a Heroine Aura', 'QTFLA', '我有女主光环[快穿]']",chinese,"['wei ke', '维客']","['comedy', 'drama', 'fantasy', 'romance', 'sci-fi', 'supernatural']","['beautiful female lead', 'cohabitation', 'devoted love interests', 'doting love interests', 'family', 'female protagonist', 'genius protagonist', 'handsome male lead', 'hard-working protagonist', 'love interest falls in love first', 'marriage', 'modern day', 'money grubber', 'narcissistic protagonist', 'shameless protagonist', 'system administrator', 'transmigration', 'transported to another world', 'world hopping']",,,jjwxc,,True,148 chapters,False,c59,2.4,740,859,1907,1694,566,2177,4.6,81,,"['18686', '17752', '13943', '15326', '15112', '18139']","[9437, 9389, 9338, 8747, 8684]"
29384,The Evil Lady’s Hero,['악녀의 남주님'],korean,['이하론'],"['fantasy', 'historical', 'romance', 'shoujo']","['adapted to manhwa', 'female protagonist', 'magic', 'villainess noble girls']",,,,,,,False,,27.7,1806,1955,5358,355,2852,4730,4.3,15,,,"[8284, 7451, 6129, 2485]"
27249,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,"['Tensei Oujo to Tensai Reijou no Mahou Kakumei', '転生王女と天才令嬢の魔法革命']",japanese,['kurasu piero'],"['adventure', 'comedy', 'fantasy', 'romance', 'shoujo ai', 'yuri']","['beautiful female lead', 'broken engagement', 'carefree protagonist', 'female protagonist', 'lack of common sense', 'magic', 'magical technology', 'nobles', 'quirky characters', 'reincarnation', 'royalty', 'tomboyish female lead', 'villainess noble girls']",2019,False,fujimi fantasia bunko,,False,140 chapters,False,c7,16.0,1543,1082,2602,1510,811,2364,4.7,69,,"['23882', '20797']","[6933, 3662]"
21705,The Results From When I Time Leaped to My Second Year of High School and Confessed to the Teacher I Liked at the Time (LN),"['Kou 2 ni Time Leaped Shita Ore ga, Touji suki Datta Sensei ni Kokutta Kekka', '高２にタイムリープした俺が、当時好きだった先生に告った結果']",japanese,"['kennoji', 'ケンノジ']","['comedy', 'ecchi', 'romance', 'school life', 'slice of life']","['adapted to manga', 'appearance different from actual age', 'average-looking protagonist', 'beautiful female lead', 'cute story', 'love rivals', 'male protagonist', 'mature protagonist', 'modern day', 'older love interests', 'second chance', 'student-teacher relationship']",2018,False,softbank creative,,True,5 volumes,False,v1c15,26.5,3680,2303,4223,633,3928,3800,4.1,32,['17422'],['20964'],
26656,The Return of Cambrian Period,['寒武再临'],chinese,"['shui qian cheng', '水千丞']","['action', 'adventure', 'mature', 'romance', 'sci-fi', 'supernatural', 'yaoi']","['accelerated growth', 'apocalypse', 'caring protagonist', 'clever protagonist', 'curious protagonist', 'evolution', 'first love', 'gunfighters', 'handsome male lead', 'hard-working protagonist', 'male protagonist', 'mature protagonist', 'military', 'modern day', 'mutated creatures', 'mutations', 'near-death experience', 'post-apocalyptic', 'proactive protagonist', 'saving the world', 'scientists', 'soldiers', 'special abilities', 'strategic battles', 'strength-based social hierarchy', 'strong love interests', 'survival', 'teamwork', 'tsundere', 'weak to strong', 'younger love interests']",,False,jjwxc,,True,293 chapters,False,v1c25,8.9,3680,3448,3838,596,3682,3918,4.3,32,['6228'],"['17812', '14794', '15853', '16677', '13124', '15622']","[7978, 5690, 4630, 2925]"
20147,The Sorcerer King of Destruction and the Golem of the Barbarian Queen,"['Hametsu no Madou Ou to Gooremu no Banhi', '破滅の魔導王とゴーレムの蛮妃']",japanese,"['northcarolina', 'nousukaro raina', '北下路 来名']","['action', 'adventure', 'comedy', 'fantasy', 'romance', 'seinen']","['adapted to manga', 'clumsy love interests', 'dense protagonist', 'elemental magic', 'golems', 'honest protagonist', 'human-nonhuman relationship', 'magic', 'male protagonist', 'marriage', 'romantic subplot', 'strong love interests', 'transported to another world', 'unlucky protagonist', 'yandere']",2016,True,kadokawa,seven seas,False,107 chapters,False,c13,22.5,2056,2355,2379,2141,1504,1771,4.1,54,,"['12100', '13324', '6692', '4728', '5253']","[5141, 233, 131]"
28802,To Help You Understand,['당신의 이해를 돕기 위하여'],korean,['이보라'],"['fantasy', 'romance']","['body swap', 'cold love interests', 'depression', 'love at first sight', 'marriage of convenience', 'slow romance']",,,yeondam,,True,,False,c3,14.3,1943,2257,5593,452,2864,4324,3.8,13,,"['27208', '25268', '26327', '27213', '27354', '23009']","[9085, 6917, 2485]"
2029,Zaregoto,"['The Kubikiri Circle', 'The Kubishime Romancist', '戯言シリーズ']",japanese,"['nisio isin', '西尾 維新']","['comedy', 'drama', 'harem', 'mystery', 'romance']","['adapted to anime', 'clever protagonist', 'forgetful protagonist', 'loli', 'murders', 'mysterious past', 'psychopaths', 'unreliable narrator']",2002,True,kodansha,del rey,True,9 volumes,False,v6c4-10 + epilogue,170.6,2000,2000,4344,656,5175,3744,4.3,36,"['14264', '14333']",,"[6240, 427]"
23310,An Unparalleled Master of Martial Arts,['绝世狂神'],chinese,"['cat bathing in the sun', '晒太阳的猫']","['action', 'fantasy', 'martial arts', 'shounen', 'xuanhuan']",['male protagonist'],,True,kanshu,,True,,False,c34,9.1,4298,4660,5424,168,5648,5735,3.5,8,,,
12281,"Being Recognized as an Evil God, I Changed My Job to Guardian Deity of the Beastmen Country",['邪神認定されたので、獣人王国の守護神に転職しました'],japanese,"['morita kisetsu', '森田季節']","['fantasy', 'romance', 'slice of life', 'supernatural', 'yuri']","['beastkin', 'god protagonist', 'goddesses', 'humanoid protagonist', 'kingdom building', 'r-15']",2016,False,syosetu,,True,61 chapters,False,c22,24.3,2004,1044,1297,3280,1405,1090,4.2,130,,['8640'],[1397]
13947,Broken-Winged Angel,"['BWA', '折翼天使']",chinese,"['jiang yu', '江渔']","['adult', 'drama', 'josei', 'mature', 'romance', 'smut']","['an*l', 'abusive characters', 'bdsm', 'blackmail', 'caring protagonist', 'college/university', 'complex family relationships', 'confinement', 'cruel characters', 'dark', 'depictions of cruelty', 'drugs', 'family conflict', 'female protagonist', 'first-time intercourse', 'forced into a relationship', 'jealousy', 'kidnappings', 'love interest falls in love first', 'male yandere', 'manipulative characters', 'naive protagonist', 'nudity', 'obsessive love', 'past trauma', 'persistent love interests', 'personality changes', 'polyandry', 'possessive characters', 'pregnancy', 'r*pe victim becomes lover', 'reverse harem', 'sadistic characters', 'sexual abuse', 'stockholm syndrome', 'suicides', 'threesome', 'torture', 'tragic past', 'twins', 'twisted personality', 'wealthy characters', 'younger love interests']",,,,,True,52 chapters,,c56 (end),52.6,682,825,1463,2254,1442,1699,3.8,229,,"['19294', '25012', '12132', '20186', '14486', '17818']","[8973, 8970, 8710, 8010, 7932]"
28840,Castle in the Time,['时光之城'],chinese,"['jiao jiao', '皎皎']","['josei', 'romance']","['adapted to drama', 'female protagonist', 'modern day', 'wealthy characters']",,,jjwxc,,,,False,c5,8.2,2000,2000,6396,132,4763,5990,2.8,4,,,
23502,Dinghai Fusheng Records,['定海浮生录'],chinese,"['fei tian ye xiang', '非天夜翔']","['action', 'adventure', 'comedy', 'fantasy', 'martial arts', 'wuxia', 'xuanhuan', 'yaoi']","['adapted to drama cd', 'ancient china', 'destiny', 'exorcism', 'limited lifespan', 'love interest falls in love first', 'lucky protagonist', 'older love interests', 'strong love interests']",2019,False,jjwxc,,True,138 chapters,False,c51 part1,4.8,1925,1283,2285,1748,1424,2127,4.3,63,['25927'],"['21039', '26179']","[9106, 9086, 8970, 8877, 8533]"
27845,Fight for Peace and Love,['为了和谐而奋斗'],chinese,"['xī zǐxù', '西子绪']","['adult', 'adventure', 'comedy', 'drama', 'fantasy', 'martial arts', 'mature', 'mystery', 'romance', 'slice of life', 'yaoi']","['devoted love interests', 'doting love interests', 'early romance', 'game elements', 'game ranking system', 'transported into a game world', 'world hopping']",2016,,jjwxc,,True,126 chapters,False,c29 part2,3.0,1875,1739,3680,467,2010,4279,3.9,22,['17541'],,"[7806, 6183, 4924]"
21460,Holmes of Kyoto,"['Kyōto Teramachi Sanjō no Holmes', '京都寺町三条のホームズ']",japanese,"['mochizuki mai', '望月麻衣']","['mystery', 'romance', 'slice of life']","['adapted to anime', 'adapted to manga', 'female protagonist', 'handsome male lead', 'mystery solving', 'part-time job', 'slow romance']",2015,,futabasha,,False,11 volumes,False,v2c3 part6,7.8,3164,2545,5191,436,4367,4397,3.9,13,,"['1394', '920', '20164', '1847', '11924']",[1927]
22294,I Am A Matchmaker on Taobao,"['I Can See When You Get Married', 'I Know Who Your Future Husband Is', '我在淘宝算姻缘']",chinese,"['yanyanxiari', '研研夏日']","['romance', 'shoujo']","['acting', 'beautiful female lead', 'celebrities', 'devoted love interests', 'fated lovers', 'female protagonist', 'game elements', 'handsome male lead', 'modern day', 'showbiz']",2018,False,jjwxc,,True,119 chapters,False,c36,14.8,628,1008,1394,2459,880,1560,4.3,113,,"['16072', '6956', '15698', '20811', '22938', '9954']","[9439, 9437, 9286, 9257, 8572]"
27576,I Have A Pair of Yin-Yuan Eyes,['我有一双姻缘眼'],chinese,['空星'],"['comedy', 'romance', 'school life', 'slice of life', 'yaoi']",[],,False,jjwxc,,True,105 chapters,False,c8,11.8,2056,1983,3580,800,2112,3381,4.1,32,,"['19748', '25595', '25075']","[8727, 8260, 6943, 6110, 5558]"
15701,It Is A Different World And Yet I Am Cultivating Monsters (LN),"['Isekai desu ga Mamono Saibai shiteimasu.', '異世界ですが魔物栽培しています。']",japanese,['setsugekka'],"['adventure', 'fantasy', 'harem', 'romance', 'slice of life']","['adapted to manga', 'cheats', 'cooking', 'farming', 'male protagonist', 'monsters', 'r-15', 'transported to another world']",,,kadokawa,,False,4 volumes,False,v1c43,13.9,1314,1553,3360,1156,3567,2803,3.4,31,['15584'],,[8089]
27798,Little Gods,['小神仙'],chinese,"['lu tianyi', '吕天逸']","['comedy', 'romance', 'slice of life', 'yaoi']","['collection of short stories', 'cute story', 'devoted love interests', 'doting love interests', 'gods', 'handsome male lead', 'immortals', 'kind love interests', 'love interest falls in love first', 'male protagonist', 'modern day', 'multiple protagonists', 'naive protagonist', 'short story', 'showbiz']",2016,,jjwxc,,True,111 chapters,False,v1c4 part11,7.5,2951,4004,5442,289,4948,5025,3.6,13,"['19748', '21987']",['19748'],"[8727, 6033]"
26871,My Family’s Omega Has Just Grown Up,['家有Omega初长成'],chinese,"['qiu qian zai shi', '秋千在时']","['romance', 'school life', 'slice of life', 'yaoi']","['arranged marriage', 'caring protagonist', 'cute story', 'doting love interests', 'family', 'handsome male lead', 'kind love interests', 'marriage', 'marriage of convenience', 'mpreg', 'older love interests', 'omegaverse', 'wealthy characters']",2018,,jjwxc,,True,64 chapters,False,c47,5.5,2004,2053,2261,1448,1329,2440,4.0,50,,"['12274', '18024', '18167', '16216', '15534', '15297']","[8912, 8279, 8160, 8102, 6584]"
